artist,tags
Daniel Lioneye,finnish | hard rock | rock | metal | rock n roll | black metal | stoner rock | melodic black metal | sleaze rock | finland
Timo Rautiainen & Trio Niskalaukaus,finnish | heavy metal | metal | finnish metal | rock | hard rock | finland | melancholic | suomi | progressive metal
Seikima-II,heavy metal | japanese | metal | j-metal | japanese metal | j-rock | hard rock | japan | visual kei | rock
Lethal,progressive metal | thrash metal | power metal | heavy metal | drum and bass | technoid | progressive power metal | us power metal | dubstep | metal
Mastifal,death metal | thrash metal | melodic death metal | argentina | speed metal | speed thrash metal | thrash death metal | speed death metal | heavy metal | metalcore
Viikate,finnish | rock | metal | melancholic | finnish metal | heavy metal | rautalanka | folk metal | hard rock | folk rock
Denied,hardcore | heavy metal | beatdown hardcore | swedish | thrash metal | power metal | metal | beatdown | swedish metal | sweden
Die Apokalyptischen Reiter,folk metal | death metal | melodic death metal | german | metal | heavy metal | thrash metal | deutsch | black metal | germany
Aria,heavy metal | russian | j-urban | japanese | female vocalists | metal | ambient | j-pop | rnb | trance
ONMYO-ZA,heavy metal | japanese | j-rock | metal | visual kei | j-metal | power metal | folk metal | female vocalists | angura kei
Battle Beast,heavy metal | power metal | finnish | metal | hard rock | female fronted metal | finnish metal | female vocalists | finland | rock
Serpentor,thrash metal | argentina | old school thrash metal | metal | heavy metal | metal argentino | heavy metal argentino | metal latino
Театр Теней,heavy metal | power metal | russian | metal | rock | progressive metal | russian metal | modern heavy metal | thrash metal | progressive rock
Rowek,heavy metal | rock en español | metal argentino | heavy metal argentino | metal latino
Lordi,hard rock | heavy metal | finnish | metal | rock | power metal | shock rock | finland | eurovision | finnish metal
Megadriver,video game music | heavy metal | video game metal | metal | brazilian | video game | instrumental | game metal | game music | sega
U.D.O.,heavy metal | german | hard rock | metal | power metal | germany | speed metal | german heavy metal | 80s | deutschland
Dream Evil,power metal | heavy metal | metal | melodic metal | progressive metal | swedish | sweden | swedish metal | speed metal | heavy power metal
Megaraptor,instrumental | metal | instrumental metal | instrumental rock | nintendocore | soundtrack | video game music
VOWWOW,hard rock | heavy metal | japanese | j-metal | japanese metal | metal | 80s | j-rock | melodic metal | rock
Kinniku Shōjo Tai,hard rock | japanese | progressive rock | heavy metal | japan | punk rock
Ari Koivunen,power metal | finnish | heavy metal | metal | rock | finnish metal | hard rock | finland | melodic metal | melodic power metal
Pappo Y Hoy No Es Hoy,heavy metal | argentina | pappo
Tano Romano,argentina | heavy metal | thrash metal | metal | spanish metal | spanish
Bloodbound,power metal | heavy metal | melodic metal | swedish | metal | sweden | melodic power metal | swedish metal | speed metal | melodic heavy metal
Claudio Marciello,heavy metal | metal | argentina | argentinian | hard rock | rock | heavy metal argentino
Patan,heavy metal | speed metal | metal argentino | argentina
Renacer,power metal | heavy metal | argentina | metal | spotify | hard rock | post-hardcore | need to rate | renacer | bertoncelli
Zorra,groove metal | heavy metal | metal | bizarro | metal argento | asspera | zorra
In Solitude,heavy metal | swedish | metal | old school heavy metal | sweden | new wave of old school heavy metal | swedish heavy metal | nwoshm | swedish metal | power metal
DEAD END,halftime | heavy metal | hard rock | japanese | j-rock | metal | death metal | j-metal | rock | trap
Yajaira,stoner rock | psychedelic rock | stoner | chile | psychedelic | stoner metal | rock | rock chileno | weed | stoner doom
Dragonfly,power metal | heavy metal | psychedelic rock | psychedelic | metal | spanish | progressive rock | argentinian | symphonic metal | dutch
Marko Hietala,metal | heavy metal | hard rock | finnish | rock | finnish metal | nordic | marko hietala | bass-songwriter | singer-songwriter
LOUDNESS,heavy metal | japanese | hard rock | metal | j-metal | japan | 80s | japanese metal | j-rock | rock
SEX MACHINEGUNS,heavy metal | japanese | speed metal | j-rock | metal | j-metal | power metal | japanese metal | thrash metal | japanese heavy metal
Mindless Sinner,heavy metal | swedish | speed metal | swedish heavy metal | swedish metal | fwoshm | 80s | old-school heavy metal | traditional | sweden
FLATBACKER,heavy metal | speed metal | japanese | j-metal | japanese metal | metal | thrash metal | japanese heavy metal | j-rock | japan
Screamer,heavy metal | power metal | progressive metal | us power metal | swedish | nwothm | sweden | progressive power metal | punk | swedish heavy metal
1782,doom metal | stoner metal | italy | sludge | stoner | doom | italian | italian metal | stoner doom metal | stoner rock
George Jones,country | classic country | singer-songwriter | george jones | americana | traditional country | honky tonk | texas | male vocalists | american
Hank Williams,country | classic country | folk | singer-songwriter | americana | honky tonk | american | hank williams | 40s | 50s
Frankie Carle,easy listening | jazz | piano | usa | 50s | scrobbled from vinyl | all | piano jazz | ragtime | everything
Pete Bernhard,americana | folk | acoustic | singer-songwriter | san francisco | alt country | united states | the poets | lorcas | the harrisburg family band
James Hand,country | classic country | tradition country | austin | honky tonk | texas | american | waco | texas country | lesser known yet streamable artists
Charlie Walker,country | honky tonk | theme time radio hour | united states | post dead | post hitching post
Floyd Cramer,piano | instrumental | easy listening | 60s | country | floyd cramer | classic country | fkoyd cramer-piano | floydcramer | nashville sound
Railbenders,alt-country | country | honky tonk | rockabilly | all | country rock | american | candidate | spotify | cowhat fav
Webb Pierce,country | classic country | honky tonk | rockabilly | western swing | webb pierce | oldies | old country | 50s | all
Faron Young,country | classic country | faron young | rockabilly | honky tonk | old country | male vocalists | louisiana | oldies | usa
Lefty Frizzell,country | honky tonk | classic country | singer-songwriter | traditional country | lefty frizzell | texas | american | americana | all
Eddie Noack,country | outlaw country | murder | usa | murder ballad | american trash | classic country | boogiewoogieflu | funk_add_to_lidarr_batch_8
The Dirt Drifters,country | rock | alt country | country rock | alternative country | sxsw | sxsw 2009
Shaver,alt-country | punk | lessons | hardcore | shaver | rock and roll | noise | alt country | christian
Ray Price,country | classic country | honky tonk | ray price | 60s | male vocalists | 50s | traditional country | easy listening | usa
Carl Butler,country | honky tonk | gone but not forgotten | bluegrass | spotify | oldies | all | gs1425
Malcolm Yelvington,rockabilly | 50s | rock and roll | country | need to rate | all | rock n roll | classic country | memphis | american
Carl Smith,country | classic country | honky tonk | male country | tennessee | theme time radio hour | all | need to rate | soul | gospel
Johnny Maddox,ragtime | jazz | piano | instrumental | honky-tonk-piano | spotify | tapdance | honky-tonky-piano | ruk
Ernest Tubb,country | classic country | honky tonk | western swing | old country | ernest tubb | americana | texas | oldies | traditional country
Winifred Atwell,ragtime | piano | boogie woogie | jazz | all | home collection | instrumental | oldies | music | monday
Stonewall Jackson,country | classic country | stonewall jackson | 50s | honky tonk | oldies | 60s | old country | usa | spotify
Cowboy Copas,country | classic country | ohio | tennessee | post core | post amoeba | pre-post | post dead | post hitching post | cowboy copas
Mrs Mills,female vocalists | oldies | female artist | british | brutal death metal | pianist | honky-tonk | wurlitzer | happy tunes | ilg
Vernon Oxford,cowhat hero
Rose's Pawn Shop,bluegrass | alt-country | folk | country | alternative country | banjo | folk rock | underrated | appalachian rock | united states
Skeets McDonald,rockabilly | country | nice | punk rock | western swing | all | hillbilly | spotify | moje standards | cowhat fav
Sarah Gayle Meech,country
Del Wood,ragtime | jazz | piano | all | spotify | 50s
Jo Ann Castle,ragtime | jazz | rock and roll | piano | jo ann castle | accordion
Rusty Evans,male vocalists | country
Franky ‘Fastfingers’ Flint,piano
Leon Payne,honky tonk | country | boppin hillbilly | rockabilly | spotify | all | singer-songwriter | boogiewoogieflu
Curtis Potter,country | americana | cowhat tex | texas country | realrealcountry | cowhat fav
Darrell McCall,country | darell mccall | alt-country | americana | alt country | cowhat tex | texas country | george strait | george jones | lesser known yet streamable artists
Carl & Pearl Butler,country | easy listening | female vocalists | usa | lesser known yet streamable artists
The Maddox Brothers & Rose,rockabilly | country | honky tonk | hillbilly swing | country boogie | western swing | the maddox brothers | rose maddox | americana | folk
Jack Cardwell,boppin hillbilly | country
Russ Conway,piano | instrumental | ragtime | 60s | 50s | rock and roll | jazz | russ conway | oldies | all
Big Tiny Little,need to rate | all | 5 stars | rating 5 stars - ok | under 2000 listeners | spotify
Crazy Otto,piano | jazz | ragtime | pop | honky-tonk-piano | honky tonk | all | spotify | ruk
Dead Hot Workshop,alternative | rock | arizona
Charline Arthur,rockabilly | country | all | hillbilly | hillbilly boogie | 50s | oldies | spotify | western swing | boogie
Dallas Wayne,country | honky tonk | cowhat fav | gritty | humorous | rollicking | late night | bittersweet | drinking | organic
Ocoeur,idm | ambient | glitch | dark ambient | melancholic idm | electronic | france | experimental | all | french
Yosi Horikawa,experimental | electronic | japanese | idm | electronica | ambient | experimental hip hop | glitch | eclectic hip hop | instrumental
tstewart,idm | electronic | ambient | trip hop | uk | electronica | nu jazz | glitch | love | instrumental
Bogdan Raczynski,idm | breakcore | electronic | experimental | electronica | drill and bass | polish | glitch | braindance | poland
o9,idm | experimental | glitch | ambient | electronic | planet mu | abstract | all | 77davez-artists | 77davez-lib
SE,idm | ambient | electronic | post-punk | finnish | glitch | experimental | tympanik audio | finnish punk | downtempo
Automatic Tasty,acid | electro | acroplane | electronic | analogue and digital | a and d | idm | beats | techno | braindance
Serph,electronic | ambient | japanese | jazz | electronica | idm | instrumental | glitch | chillout | j-pop
Rei Harakami,ambient | japanese | electronica | electronic | chillout | idm | experimental | japan | instrumental | techno
Ochre,idm | ambient | electronic | experimental | electronica | downtempo | glitch | british | chillout | toytronic
Preston,idm | ambient | glitch | electronic | pop punk | experimental | punk rock | ambient idm | melodic punk | pop
Plaid,idm | electronic | ambient | warp | electronica | experimental | british | chillout | downtempo | techno
Dither,industrial hardcore | idm | gabber | hardcore techno | industrial techno | hardcore | industrial | experimental | ambient | noise
Toronto Is Broken,drum and bass | idm | electronic | industrial metal | glitch | ebm | crossover | electronica | digital hardcore | metalcore
arai tasuku,ambient | post-rock | electronic | japanese | glitch | experimental | idm | gothic | female vocalists | goth
Comaduster,idm | ambient | industrial | drum and bass | trance | dubstep | electronic | glitch | canadian | electro-industrial
Mr. Projectile,idm | ambient | electronic | electronica | chill | glitch | toytronic | downtempo | chillout | ambient idm
Fernando Corona,
Deru,idm | ambient | glitch | electronic | electronica | experimental | downtempo | american | abstract | minimal
alva noto,glitch | minimal | ambient | experimental | electronic | noise | idm | german | drone | minimalism
Halls,ambient | electronic | experimental | psychedelic | dubstep | post-dubstep | british | glitch-hop | chillwave | chillout
Datassette,electronic | idm | chiptune | electro | 8bit | downtempo | glitch | united kingdom | drum n bass | techno
Lusine,idm | electronic | ambient | minimal | electronica | downtempo | glitch | minimal techno | breakbeat | ghostly international
Digitonal,idm | ambient | downtempo | electronic | modern classical | electronica | experimental | neo-classical | instrumental | toytronic
Susumu Yokota,ambient | electronic | japanese | chillout | electronica | experimental | downtempo | idm | ambient techno | techno
Proem,idm | ambient | glitch | electronic | electronica | experimental | minimal | downtempo | dark ambient | american
Ametsub,glitch | idm | ambient | electronic | japanese | experimental | electronica | downtempo | japan | glitch-hop
Mokhov,chillout | electronic | idm | electronica | downtempo | russian | instrumental | electronic music | chill | ambient
Tineidae,idm | ambient | glitch | electronic | tympanik audio | ukrainian | haunting | downtempo | dark ambient | ukraine
MIKTEK,ambient | idm | abstrakt reflections | downtempo | depressing | electronic | bands i need to check out | chillout | made for dark souls | dark ambient
Arovane,idm | ambient | electronic | downtempo | electronica | german | experimental | glitch | chillout | minimal
Ceephax Acid Crew,acid | idm | electronic | breakcore | acid house | acid techno | techno | electronica | 303 | chiptune
Satanicpornocultshop,experimental | electronic | idm | breakcore | avant-garde | japanese | juke | footwork | glitch | hip-hop
Vector Lovers,idm | electronic | ambient | electronica | electro | downtempo | minimal | glitch | minimal techno | ambient techno
Mouse On Mars,idm | electronic | experimental | ambient | electronica | german | glitch | techno | ambient techno | post-rock
KASHIWA Daisuke,experimental | ambient | electronic | post-rock | japanese | glitch | idm | modern classical | neoclassical | piano
µ-Ziq,idm | electronic | experimental | ambient | electronica | drum and bass | techno | breakcore | british | drill and bass
Telefon Tel Aviv,idm | electronic | ambient | chillout | electronica | downtempo | experimental | glitch | trip-hop | american
MMOTHS,electronic | ambient | electronica | irish | chillwave | indie | ireland | irish minimal | wonky | chillout
Sonmi451,ambient | idm | minimal | electronic | u-cover | glitch | soundscapes | belgian | belgium | experimental
Yimino,idm | ambient | downtempo | electronic | british | experimental | bopbopfizzbing | mesk records | soft glitch | all
Gimmik,idm | ambient | electronic | experimental | electronica | toytronic | glitch | melodic idm | electro | all
Stumbleine,ambient | downtempo | lo-fi | shoegaze | chillwave | idm | electronic | dream pop | glo-fi | chillout
CN,techno | ambient | acid | electronic | all | electro | braindance | eap | under 2000 listeners | italio disco tech acid dance
defrag,idm | dubstep | glitch | breakcore | experimental | electronic | industrial | drum and bass | breakstep | breakbeat
Plone,idm | electronic | warp | experimental | electronica | indietronica | chillout | space age pop | ambient | synthpop
Yoko Duo,ambient | electronic | deep house | downtempo | chill | electronica | chillout | dubstep | try
Bola,idm | ambient | electronic | downtempo | electronica | experimental | ambient techno | glitch | chillout | minimal
Near The Parenthesis,idm | ambient | electronic | experimental | electronica | downtempo | american | chillout | atmospheric | n5md
Infinite Scale,idm | ambient | electronic | downtempo | toytronic | dubstep | atmospheric | glitch | techno | chillout
Melorman,idm | ambient | downtempo | electronic | chillout | greek | electronica | greece | glitch | abstract
Ilkae,idm | glitch | electronic | electronica | ambient | experimental | m3rck | chiptune | 8-bit | canadian
Luke Abbott,idm | minimal | electronic | experimental | border community | experimental electronic | techno | electronica | minimal techno | ambient techno
Casino Versus Japan,idm | ambient | electronic | downtempo | electronica | chillout | experimental | american | warm | ambient techno
Freescha,idm | ambient | electronic | atmospheric | electronica | downtempo | chillout | american | instrumental | experimental
Boy Robot,idm | ambient | electronic | electronica | deep house | house | downtempo | city centre offices | ambient idm | techno
Two Lone Swordsmen,idm | electronic | experimental | warp | electronica | downtempo | techno | all | ambient | british
The Black Dog,idm | techno | ambient | electronic | electronica | instrumental | edm | ambient techno | warp | experimental
LFO,techno | idm | electronic | warp | electronica | electro | acid house | experimental | pop | british
Anenon,idm | electronic | ambient | hip-hop | beats | relax | post-minimalism | jazz fusion | chillout | california
Team Shadetek,grime | glitch-hop | hip-hop | hip hop | idm | all | experimental | breakcore | broken beat | glitch
Freeform,idm | experimental | electronic | ambient | glitch | skam | electro | warp | uk | warp records
Autechre,idm | electronic | ambient | experimental | electronica | glitch | techno | warp | ambient techno | abstract
Nobukazu Takemura,japanese | electronic | ambient | experimental | idm | electronica | glitch | japan | chillout | abstract
Gescom,idm | electronic | experimental | ambient | glitch | electronica | techno | skam | abstract | acid
Adam Johnson,idm | minimal | techno | electronic | electronica | m3rck | melancholic idm | 77davez-artists | chillout | american
OSAMU SATO,electronic | japanese | idm | ambient | psychedelic | soundtrack | video game music | lsd | instrumental | ambient techno
Luke Vibert,idm | acid | electronic | trip-hop | electronica | ninja tune | breakbeat | ambient | warp | british
Abfahrt Hinwil,idm | ambient | electronic | experimental | electronica | toytronic | glitch | electro | techno | intelligent techno
Milieu,ambient | idm | electronic | experimental | electronica | downtempo | drone | american | glitch | minimal
ginormous,idm | ambient | experimental | electronic | hymen | glitch | downtempo | electronica | post-industrial | tympanik audio
Daisuke Tanabe,idm | electronic | ambient | experimental | downtempo | glitch | japanese | japan | electronica | beats
aus,ambient | idm | japanese | electronic | electronica | glitch | experimental | post-punk | chillout | instrumental
Pleq,idm | ambient | glitch | experimental | electronic | electronica | clicks and cuts | polish | modern classical | downtempo
B12,idm | techno | ambient | electronic | warp | ambient techno | electronica | british | intelligent techno | uk
An On Bast,idm | ambient | electronic | electronica | polish | minimal | techno | poland | experimental | female artists
dreissk,idm | ambient | space ambient | shoegaze | atmospheric | electronic | dark ambient | all | post-rock | experimental
Bochum Welt,idm | electronic | electro | experimental | electronica | rephlex | ambient | techno | italian | braindance
Funkstörung,idm | electronic | glitch | electronica | electro | glitch-hop | experimental | ambient | german | downtempo
Cepia,idm | ambient | electronic | experimental | electronica | glitch | american | need to rate | all | chillout
Kelpe,idm | downtempo | electronic | trip-hop | electronica | ambient | experimental | chillout | british | glitch
Quench,idm | trance | ambient | electronic | glitch | hard trance | experimental | n5md | electronica | techno
Tanzmuzik,techno | idm | ambient | psychedelic | japan | electro | electronic | club/dance | ambient techno
Wisp,idm | ambient | electronic | experimental | electronica | breakcore | shoegaze | glitch | american | braindance
Michael Fakesch,idm | funk | experimental | electronic | tympanik audio | electronica | dance | nu-soul | glitch | minimal
Ryoma Maeda,japanese | electronic | experimental | electronica | its wegs little bro | virgin babylon records | avant-garde | diesofdeath
D'Arcangelo,idm | electronic | rephlex | electro | techno | braindance | italy | italian | ambient | experimental
Isan,idm | ambient | electronic | experimental | electronica | chillout | indietronica | downtempo | morr music | minimal
Aoki Takamasa,idm | electronic | experimental | glitch | minimal | japanese | 11 | techno | electronica | ambient
Teielte,electronic | hip-hop | idm | experimental | beats | polish | wonky | dubstep | chillout | ambient
Skurken,idm | iceland | electronic | icelandic | glitch | electronica | instrumental | experimental | breaks | nordic
Sonic Area,experimental | ambient | noise | idm | industrial | dark ambient | electronic | post-industrial | audiotrauma | french
Oval,glitch | ambient | electronic | experimental | idm | electronica | minimal | noise | german | microsound
Go-qualia,idm | ambient | electronica | electronic | japanese | glitch | tsukasa | experimental | bunka-kei | bunkai-kei
Subheim,ambient | idm | downtempo | electronic | melancholic idm | dark ambient | experimental | melancholic | greek | atmospheric
Leafcutter John,experimental | ambient | electronic | idm | avant-garde | glitch | electronica | folktronica | planet mu | british
Stendeck,idm | ambient | industrial | electronic | rhythmic noise | downtempo | post-industrial | swiss | experimental | tympanik audio
Karsten Pflum,idm | dubstep | electronic | experimental | glitch | hymen | electronica | ad noiseam | melodic idm | jenka music
Posthuman,idm | techno | melodic death metal | electronic | techyes | electronica | london | slo-mo techno | house | balkan recordings
Cybass,drum and bass | brazilian | dnb | lovenjump | drum and praise
Monolake,minimal | idm | ambient | electronic | techno | minimal techno | dub techno | ambient techno | experimental | dub
Seefeel,ambient | idm | electronic | shoegaze | dream pop | electronica | post-rock | ambient techno | experimental | psychedelic
Metamatics,idm | ambient | electronic | experimental | electronica | minimal | chillout | thumpy | downtempo | neo ouija
Cylob,idm | electronic | ambient | electronica | rephlex | acid | experimental | braindance | electro | england
Boy is Fiction,idm | ambient | downtempo | electronic | post-rock | electronica | melancholic | piano | australian | glitch
Push Button Objects,hip-hop | electronic | idm | electronica | hip hop | adult swim | underground hip-hop | need to rate | musical research center: artists that i should listen to | ambient
Obfusc,ambient | idm | electronic | instrumental | downtempo | electronica | usa | new york | industrial | warm
metoronori,idm | experimental | japanese | electronic | ambient pop | downtempo | ambient | progressive electronic | glitch pop | avantgarde
Secret Frequency Crew,idm | electronic | ambient | electro | downtempo | electronica | house | nyc | glitch | listen
Kettel,idm | ambient | electronic | experimental | electronica | dutch | downtempo | 11 | acid | chillout
Baseck,acid techno | hard techno | breakcore | idm | chiptune | experimental | hip hop | usa | american | electronic
nebulo,idm | ambient | glitch | experimental | electronic | hymen | french | noise | electronica | abstract
Datach'i,breakcore | idm | glitch | experimental | electronic | glitchcore | ambient | abstract | flashcore | electronica
Bitstream,idm | electronic | electro | techno | electronica | all | experimental | english | england | british
Kero,idm | electronic | glitch | experimental | 11 | electro | techno | minimal | usa | finnish
Dryft,idm | drum and bass | electronic | industrial | experimental | ambient | glitch | technoid | post-industrial | breakcore
Lexaunculpt,idm | glitch | abstract | ambient | planet mu | electronic | electronica | experimental | all | psychedelic
Yoshio Ojima,ambient | electronic | japanese | experimental | instrumental | japan | new age | noise | industrial | psychedelic
Slag Boom Van Loon,idm | ambient | electronic | downtempo | planet mu | experimental | electronica | glitch | ambient techno | techno
Team Doyobi,idm | experimental | electronic | glitch | skam | breakcore | electronica | abstract | computer music and amiga | electro
Mira Calix,idm | experimental | electronic | warp | ambient | electronica | abstract | glitch | warp records | minimal
Brothomstates,idm | electronic | warp | electronica | finnish | experimental | ambient | glitch | downtempo | demoscene
Yasume,idm | ambient | glitch | electronic | downtempo | experimental | city centre offices | electronica | melancholic | atmospheric
Loess,idm | ambient | glitch | electronic | electronica | experimental | abstract | downtempo | avant-garde | chillout
Access to Arasaka,idm | ambient | glitch | experimental | industrial | electronic | cyberpunk | dark ambient | tympanik audio | american
Richard Devine,idm | glitch | experimental | electronic | breakcore | dark ambient | glitch hop | ambient | warp | electronica
Blamstrain,idm | ambient | electronic | techno | electronica | finnish | dub techno | finland | dub | experimental
Jake Mandell,idm | techno | electronic | house | elecro-dub | jazz | ambient | dance | experimental | dark ambient
Recue,idm | ambient | experimental | electronica | electronic | glitch | finnish | downtempo | netlabel | all
SubtractiveLAD,idm | ambient | electronic | n5md | electronica | shoegaze | experimental | post-rock | abstract | soundscape
Boc Scadet,idm | electronic | ambient | chillout | psychill | electronica | all | sutemos | downtempo | chilled
Disjecta,idm | experimental | electronic | warp | electronica | black metal | techno | experimental techno | intelligent techno | ambient techno
Bauri,idm | downtempo | ambient | electronic | electronica | glitch | dub | neo ouija | swedish | scandinavian electronica
Nikka,idm | ambient | female vocalists | spain | pop | dance | electronic | israeli | experimental | dark ambient
Neotnas,techno | electronic | idm | psychedelic | minimal | experimental | dub techno | chill | glitch | minimal techno
Geskia!,idm | glitch | ambient | experimental | electronic | abstract | japanese | instrumental hip-hop | downtempo | breakbeats
Electric Company,idm | ambient | electronic | experimental | all | planet mu | psychedelic | leftfield | usa | abstract
Nogizaka46,j-pop | japanese | japan | jpop | nihon | idol | nippon | pop | 46 | j-music
Mariya Takeuchi,
Seiko Oomori,japanese | j-pop | female vocalists | pop | rock | folk | indie | alternative | women with goat-like voices | indie rock
GIRLFRIEND,j-rock | jrock | japan | japanese | girl band | asian | pop | australia | girl group | asian pop
Seiko Matsuda,j-pop | japanese | 80s | idol | idol pops | 90s | pop | idols | singer-songwriter | cute
BABYMETAL,kawaii metal | metal | japanese | j-pop | slamming brutal death metal | female vocalists | death metal | j-metal | j-rock | alternative metal
MAX,j-pop | japanese | dance | pop | eurobeat | max | 90s | jpop | electronic | group
Keyakizaka46,idol | j-pop | 46 | japanese | keyakizaka46 | pop | jpop | japan | girl groups | disbanded
Perfume,j-pop | electronic | japanese | techno | electropop | jpop | female vocalists | pop | dance | perfume
夜光性アミューズ,japanese | jpop | female vocalists | girl group | heroines | idol | jpop idol | yoruami
=LOVE,j-pop | japanese | idol | jpop | female vocalists | girls | pop | asian | girl group | 2019
Shiritsu Ebisu Chugaku,japanese | pop | idol rock | j-pop | j-rock | jpop | anime | female vocalists | j-idol | pop rock
NMB48,j-pop | idol | japanese | female vocalists | akb48 | 48 family | jpop | nmb48 | girl groups | asian
≠ME,j-pop | japanese | idol | pop | female vocalists | japan | pop rock | j idols | woman produced idols
Kyary Pamyu Pamyu,j-pop | japanese | pop | electronic | kawaii | japan | female vocalists | electropop | kyary | dance-pop
BAND-MAID,j-rock | hard rock | rock | japanese | heavy metal | kawaii metal | female vocalists | japan | jrock | alternative rock
Momoiro Clover Z,j-pop | pop | idol | japanese | female vocalists | japanese pop | girl group | idol group | idols | girl groups
AKB48,j-pop | japanese | idol | akb48 | jpop | female vocalists | pop | japan | girl group | dance
Philosophy no Dance,j-pop | soul | funk | japanese | girl groups | pop | disco
Shizuka Kudo,j-pop | japanese | 80s | jpop | female vocalists | idol | idol pops | pop | 90s | onyanko club
花冷え。,metalcore | j-rock | kawaii metal | mixture rock | idol metal | japanese | rock | loud rock | harajukucore | girl group
Yui Horie,j-pop | japanese | anime | seiyuu | female vocalists | jpop | pop | soundtrack | composer | female vocals
PASSEPIED,japanese | j-pop | female vocalists | electronic | indie | pop | rock | j-rock | alternative | japanese indie
ZONE,j-pop | japanese | female vocalists | jpop | j-rock | pop | industrial | hardcore | ambient | pop rock
ノースリーブス,j-pop | idol | akb48 | female vocalists | japanese | jpop | girl group | my wota | pop | no3b
Akina Nakamori,j-pop | japanese | 中森明菜 | pop | female vocalists | jpop | 80s | kayokyoku | japan | idol kayo
Tokimeki Sendenbu,japanese | j-pop | jpop | pop | idol | japanese pop | asian | idols | asian pop | 2017
Sayaka Yamamoto,jpop | japanese | female vocalists | idol | songwriter | nmb48 | asian | akb48
SKE48,j-pop | japanese | idol | female vocalists | jpop | girl group | pop | akb48 | matsui jurina | girlband
Tokyo Girls' Style,j-pop | japanese | female vocalists | pop | idols | jpop | idol | japanese girl groups | j-idols | electronic
SUPER☆GiRLS,j-pop | japanese | female vocalists | girl group | jpop | idol | akb48core | idols gone wild | fapanese | girls
BiS,scottish | indie | electronic | indie pop | japanese | idol | pop | j-rock | rock | scotland
Tomato N' Pine,j-pop | idol | japanese | female vocalists | jpop | girl group | asian | asian pop | girl groups | asian music
Dempagumi.Inc,idol | denpa | j-pop | jpop | japanese | moe | akihabara | pop | girl group | female vocalists
NEO JAPONISM,j-pop | japanese | pop | idol | kawaii metal | electric | electronic | alt-idol | neo sound | 2010s
UNIONE,jrock | rock
Flower,j-pop | japanese | jpop | female vocalists | punk | post-punk | girl group | drum and bass | crust | liquid funk
Last Idol,japan | j-pop | idol | girlgroup
二口魔菜 Futakuchi Mana,metal | metalcore | vtuber | female vocalists | hardcore | female fronted metal | japanese | j-metal | japanese metal | powerviolence
Idoling!!!,j-pop | idol | japanese | girl group | jpop | pop | airirin top favorites | i-pops | j-pop groups | my wota
Sakurako Ohara,japan | j-pop | j-drama | pop
HKT48,j-pop | idol | akb48 | japanese | female vocalists | japanese teen pop | akimoto yasushi | japan | kawaii | pop
Mayu Watanabe,idol | j-pop | akb48 | female vocalists | japanese | mayu watanabe | pop | mayuborg | cg | idol pops
STU48,idol | japanese | j-pop | jpop | female vocalists | asian pop | asian | girls | asian music | girl band
E-girls,j-pop | japanese | jpop | girl group | female vocalists | asian pop | idol | asian | asian music | pop
Yume Miru Adolescence,j-pop | japanese | pop | j-idol | anime rock | idol rock
ROTTENGRAFFTY,j-rock | japanese | nu metal | rock | mixture rock | alternative | experimental | hard rock | metal | post-hardcore
Phenotas,
Hysteric Panic,experimental | japanese | j-pop | alternative metal | math metal | metalcore | post-hardcore | loud rock | mixture rock | deathcore
Wasuta,j-pop | japanese | pop | jpop | 2018 | j-rock | anime | ruka | girl group | cute
CYNHN,idol | japanese | j-pop | pop | female vocalists | girl group | jpop | alt-idol | idol rock
You Kikkawa,j-pop | idol | hello project | japanese | female vocalists | jpop | hello! project | up-front agency | asian | asian music
Chisato Moritaka,j-pop | japanese | female vocalists | 80s | pop | idol | japan | jpop | idol pops | osaka
GANG PARADE,j-pop | pop | idol | japanese | female vocalists | alt-idol | punk | asian pop | girlband | electropop
Ayumikurikamaki,j-rock | j-pop rock | anime rock | j-idol | alt-idol | idol rock
fishbowl,japanese | j-pop | idol | female vocalists | shizuoka
NGT48,j-pop | female vocalists | idol | japanese | jpop | niigata | female vocalist | girl group | pop | girls
BAND JA NAIMON! MAXX NAKAYOSHI,j-pop | japanese | girl group | jpop | idol | j-idol | girlgroup | anime rock | alt-idol | idol rock
Yuki Kashiwagi,japan
MOSHIMO,japanese | rock | j-rock | pop rock | nippon
虹のコンキスタドール,j-pop | japanese | female vocalists | idol | jpop | asian | electronic | girl group | girls | cute
PassCode,kawaii metal | j-pop | japanese | metal | idol | post-hardcore | electronic | idol metal | j-rock | trancecore
ELFENSJóN,power metal | japanese | jpop | progressive metal | japan | jrock | symphonic metal | female vocalists | symphonic rock | symphonic power metal
a crowd of rebellion,post-hardcore | japanese | metalcore | hardcore | electronic | j-rock | metal | electronica | alternative | alternative metal
Negicco,j-pop | idol | female vocalists | japanese | girl group | pop | jpop | niigata | girl groups | j-idol
SILENT SIREN,j-pop | japanese | j-rock | female vocalists | pop | hard rock | jpop | under 2000 listeners | cute | indie
NOCTURNAL BLOODLUST,metalcore | deathcore | japanese | visual kei | death metal | experimental | j-rock | japan | metal | electronic
kamiyado,j-pop | japanese | idol | pop | girl group | jpop
RYUTist,j-pop | idol | japanese | jpop | girl group | female vocalists | pop | girls | asian | art pop
